	Symbol	Panel Id	Panel Name	Panel Version	Panel Status	List	Sources	Mode of inheritance	Mode of pathogenicity	Tags	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Biotype	Phenotypes	GeneLocation((GRch37)	GeneLocation((GRch38)	Panel Types	Super Panel Id	Super Panel Name	Super Panel Version
10208	KCNT2	402	Genetic epilepsy syndromes	2.154	PUBLIC	green	Wessex and West Midlands GLH;NHS GMS;Expert Review;Expert Review Green;Expert Review Green;Expert Review;Expert list	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000162687	ENSG00000162687	HGNC:18866	protein_coding	epilepsy;?Epileptic encephalopathy, early infantile, 57	1:196194909-196578355	1:196225779-196609225	Rare Disease 100K;GMS Rare Disease Virtual;GMS signed-off	489	Epilepsy - early onset or syndromic	4.182
34056	YAP1	294	Ocular coloboma	1.38	PUBLIC	green	Expert Review Green;Radboud University Medical Center, Nijmegen	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted			ENSG00000137693	ENSG00000137693	HGNC:16262	protein_coding	Coloboma, ocular, 120433;Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or mentalretardation, 120433;isolated ocular coloboma	11:101981192-102104154	11:102110461-102233423	Rare Disease 100K	594	Merge for Structural eye disease	2.18
28961	JUP	47	Dilated Cardiomyopathy and conduction defects	1.65	PUBLIC	red	South West GLH;London South GLH;Expert list	BOTH monoallelic and biallelic, autosomal or pseudoautosomal			ENSG00000173801	ENSG00000173801	HGNC:6207	protein_coding		17:39775692-39943183	17:41754604-41786931	Rare Disease 100K	581	Merge for Cardiomyopathies - including childhood onset	7.62
33619	SGPL1	156	Unexplained kidney failure in young people	1.91	PUBLIC	green	Expert Review Green;Literature	BIALLELIC, autosomal or pseudoautosomal			ENSG00000166224	ENSG00000166224	HGNC:10817	protein_coding	Nephrotic syndrome 14 617575	10:72575717-72640930	10:70815961-70881173	Rare Disease 100K	590	Merge for Renal and urinary tract disorders	1.152
25553	EIF4G1	285	Intellectual disability	3.355	PUBLIC	red	BRIDGE study SPEED NEURO Tier1 Gene;Expert Review Amber;Expert Review Red	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000114867	ENSG00000114867	HGNC:3296	protein_coding	Parkinson disease 18, 614251	3:184032283-184053146	3:184314495-184335358	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	-	-	-
11903	SCNN1A	200	Familial pulmonary fibrosis	1.11	PUBLIC	red	Emory Genetics Laboratory;Expert Review Red				ENSG00000111319	ENSG00000111319	HGNC:10599	protein_coding	Pulmonary Disease	12:6456009-6486896	12:6346843-6377730	Rare Disease 100K	-	-	-
31482	NDUFA9	467	Inborn errors of metabolism	2.22	PUBLIC	green	Expert Review Green;Expert Review Green;NHS GMS;London North GLH;NHS GMS;Victorian Clinical Genetics Services	BIALLELIC, autosomal or pseudoautosomal			ENSG00000139180	ENSG00000139180	HGNC:7693	protein_coding	Complex I (Mitochondrial respiratory chain disorders (caused by nuclear variants only), OXPHOS structural subunits);Leigh syndrome due to mitochondrial complex I deficiency, 256000 -3;Isolated complex I deficiency;Mitochondrial complex I deficiency, nuclear type 26, 618247;Leigh syndrome due to mitochondrial complex I deficiency, 256000	12:4758261-4798454	12:4649095-4694317	GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	582	Merge for Molecular autopsy	6.34
43639	VANGL1	484	DDG2P	2.9	PUBLIC	red	DD-Gene2Phenotype;Expert Review Red	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Other - please provide details in the comments		ENSG00000173218	ENSG00000173218	HGNC:15512	protein_coding	NEURAL TUBE DEFECTS 182940	1:116184574-116240845	1:115641953-115698224	GMS Rare Disease;Component Of Super Panel;GMS signed-off	486	Paediatric disorders	14.574
2495	TFAP2A	234	CAKUT	1.153	PUBLIC	green	Expert list;Expert Review Green	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted			ENSG00000137203	ENSG00000137203	HGNC:11742	protein_coding	"Branchiooculofacial syndrome, MIM#	113620"	6:10393419-10419892	6:10393186-10419659	Rare Disease 100K	-	-	-
39528	NIPBL	384	Limb disorders	2.13	PUBLIC	green	Emory Genetics Laboratory;Expert list;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN;Expert Review Green;London South East RGC GSTT;Viapath	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000164190	ENSG00000164190	HGNC:28862	protein_coding	CDLS1;upper limb anomalies;Cornelia de Lange syndrome 1 122470;Dislocation of the radial head;Cornelia de Lange syndrome 1, 122470	5:36876861-37066515	5:36876759-37066413	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	486	Paediatric disorders	14.574
34197	LRMDA	249	Glaucoma (developmental)	1.8	PUBLIC	red	Emory Genetics Laboratory				ENSG00000148655	ENSG00000148655	HGNC:23405	protein_coding	Eye Disorders	10:77360998-78319925	10:75431453-76560167	Rare Disease 100K	594	Merge for Structural eye disease	2.18
55279	BSND	678	Unexplained paediatric onset end-stage renal disease	1.1	PUBLIC	green	Expert Review Green;Expert Review Red	BIALLELIC, autosomal or pseudoautosomal			ENSG00000162399	ENSG00000162399	HGNC:16512	protein_coding	Bartter syndrome, type 4a, 602522;Sensorineural deafness with mild renal dysfunction, 602522	1:55464606-55476556	1:54998933-55010883	GMS Rare Disease Virtual;GMS Rare Disease;GMS signed-off	-	-	-
31809	TTC37	467	Inborn errors of metabolism	2.22	PUBLIC	green	Expert Review Green;London North GLH;NHS GMS	BIALLELIC, autosomal or pseudoautosomal			ENSG00000198677	ENSG00000198677	HGNC:23639	protein_coding	Infantile enterocolitis & monogenic inflammatory bowel disease;Trichohepatoenteric syndrome 1 (Other metabolic disorders)	5:94799599-94890711	5:95463895-95555007	GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	582	Merge for Molecular autopsy	6.34
25916	SLC25A19	285	Intellectual disability	3.355	PUBLIC	red	Expert Review Red	BIALLELIC, autosomal or pseudoautosomal			ENSG00000125454	ENSG00000125454	HGNC:14409	protein_coding	Microcephaly, Amish type, 607196	17:73269073-73285591	17:75272981-75289510	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	-	-	-
22816	SLC25A13	467	Inborn errors of metabolism	2.22	PUBLIC	green	Expert Review Green;London North GLH;NHS GMS	BIALLELIC, autosomal or pseudoautosomal			ENSG00000004864	ENSG00000004864	HGNC:10983	protein_coding	Citrullinemia, adult-onset type II 603471;Citrullinemia, adult-onset type II, 603471Citrullinemia, type II, neonatal-onset, 605814;Citrullinemia Type 2 (Urea cycle disorders and inherited hyperammonaemias)	7:95749532-95951459	7:96120220-96322147	GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	-	-	-
59662	SLC30A9	285	Intellectual disability	3.355	PUBLIC	red	Literature	BIALLELIC, autosomal or pseudoautosomal			ENSG00000014824	ENSG00000014824	HGNC:1329	protein_coding	"?Birk-Landau-Perez syndrome	617595"	4:41992489-42092474	4:41990472-42090457	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	496	White matter disorders - childhood onset	6.427
18640	AUH	285	Intellectual disability	3.355	PUBLIC	green	Victorian Clinical Genetics Services;Expert Review Green;Radboud University Medical Center, Nijmegen	BIALLELIC, autosomal or pseudoautosomal			ENSG00000148090	ENSG00000148090	HGNC:890	protein_coding	3-methylglutaconic aciduria, type I, 250950;3-METHYLGLUTACONIC ACIDURIA TYPE 1	9:93976097-94124195	9:91213815-91361913	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	490	Hypotonic infant	9.454
8388	USP7	484	DDG2P	2.9	PUBLIC	amber	DD-Gene2Phenotype;Expert Review Amber			watchlist	ENSG00000187555	ENSG00000187555	HGNC:12630	protein_coding	USP7-related developmental disorder (monoallelic);Intellectual disability, autism, epilepsy, aggressive behaviour, hypotonia, and hypogonadism	16:8985951-9058371	16:8892094-8964514	GMS Rare Disease;Component Of Super Panel;GMS signed-off	-	-	-
1251	GFAP	477	Ataxia and cerebellar anomalies - narrow panel	2.13	PUBLIC	green	Expert Review Green	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000131095	ENSG00000131095	HGNC:4235	protein_coding	Autosomal Dominant Ataxia;Alexander disease	17:42982376-42994305	17:44903161-44916937	GMS Rare Disease;Component Of Super Panel;GMS signed-off	-	-	-
8263	PXDN	484	DDG2P	2.9	PUBLIC	amber	DD-Gene2Phenotype;Expert Review Amber	BIALLELIC, autosomal or pseudoautosomal			ENSG00000130508	ENSG00000130508	HGNC:14966	protein_coding	CONGENITAL CATARACT, CORNEAL OPACITY, AND DEVELOPMENTAL GLAUCOMA	2:1635659-1748624	2:1631887-1744852	GMS Rare Disease;Component Of Super Panel;GMS signed-off	-	-	-
17399	TTBK2	85	Hereditary neuropathy	1.376	PUBLIC	red	Emory Genetics Laboratory;NHS GMS;South West GLH				ENSG00000128881	ENSG00000128881	HGNC:19141	protein_coding	Hereditary Neuropathies	15:43030932-43213007	15:42738734-42920809	Rare Disease 100K	-	-	-
44499	CHST14	105	Pneumothorax - familial	2.2	PUBLIC	red	NHS GMS				ENSG00000169105	ENSG00000169105	HGNC:24464	protein_coding		15:40763160-40765353	15:40470998-40474571	Rare Disease 100K;GMS Rare Disease Virtual;GMS Rare Disease;GMS signed-off	-	-	-
25974	TECR	285	Intellectual disability	3.355	PUBLIC	red	Expert Review Red;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services			founder-effect	ENSG00000099797	ENSG00000099797	HGNC:4551	protein_coding	non-syndromic mental retardation	19:14627897-14676792	19:14517085-14565980	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	-	-	-
11811	FOXL1	212	Familial non syndromic congenital heart disease	1.51	PUBLIC	red	Expert Review Red;Radboud University Medical Center, Nijmegen				ENSG00000176678	ENSG00000176678	HGNC:3817	protein_coding	Hypoplastic left heart syndrome (Iascone (2012) Clin Genet 81,542)	16:86609974-86615303	16:86576368-86582160	Rare Disease 100K	-	-	-
7367	MCPH1	484	DDG2P	2.9	PUBLIC	green	DD-Gene2Phenotype;Expert Review Green	BIALLELIC, autosomal or pseudoautosomal			ENSG00000147316	ENSG00000147316	HGNC:6954	protein_coding	MICROCEPHALY PRIMARY TYPE 1 251200	8:6264113-6501144	8:6406592-6648504	GMS Rare Disease;Component Of Super Panel;GMS signed-off	-	-	-
39411	MYCN	285	Intellectual disability	3.355	PUBLIC	green	Victorian Clinical Genetics Services;Expert Review Green;Radboud University Medical Center, Nijmegen	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted			ENSG00000134323	ENSG00000134323	HGNC:7559	protein_coding	Feingold syndrome, 164280;FEINGOLD SYNDROME TYPE 1	2:16080686-16087129	2:15940564-15947007	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	486	Paediatric disorders	14.574
42721	FBLN1	484	DDG2P	2.9	PUBLIC	red	DD-Gene2Phenotype;Expert Review Red	BIALLELIC, autosomal or pseudoautosomal	Other - please provide details in the comments		ENSG00000077942	ENSG00000077942	HGNC:3600	protein_coding	SYNPOLYDACTYLY, 3/3-PRIME/4, ASSOCIATED WITH METACARPAL AND METATARSAL SYNOSTOSES 608180	22:45898118-45997015	22:45502238-45601135	GMS Rare Disease;Component Of Super Panel;GMS signed-off	486	Paediatric disorders	14.574
10203	KCNMA1	402	Genetic epilepsy syndromes	2.154	PUBLIC	green	Expert Review Green;Wessex and West Midlands GLH;NHS GMS;Victorian Clinical Genetics Services;Expert	BOTH monoallelic and biallelic, autosomal or pseudoautosomal			ENSG00000156113	ENSG00000156113	HGNC:6284	protein_coding	?Cerebellar atrophy, developmental delay, and seizures, 617643;Paroxysmal nonkinesigenic dyskinesia, 3, with or without generalized epilepsy, 609446	10:78629359-79398353	10:76869601-77638369	Rare Disease 100K;GMS Rare Disease Virtual;GMS signed-off	489	Epilepsy - early onset or syndromic	4.182
14643	SDHB	201	Genodermatoses with malignancies	1.6	PUBLIC	red	Radboud University Medical Center, Nijmegen				ENSG00000117118	ENSG00000117118	HGNC:10681	protein_coding	Paragangliomas 4, 115310; Pheochromocytoma, 171300; Paraganglioma and gastric stromal sarcoma, 606864; Cowden syndrome 2, 612359; Gastrointestinal stromal tumor, 606764	1:17345217-17380665	1:17018722-17054170	Rare Disease 100K	-	-	-
29172	TMEM126A	112	Mitochondrial disorders	2.8	PUBLIC	red	Radboud University Medical Center, Nijmegen;Expert				ENSG00000171202	ENSG00000171202	HGNC:25382	protein_coding	Optic atrophy-7, 612989	11:85359011-85367591	11:85647967-85656547	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	581	Merge for Cardiomyopathies - including childhood onset	7.62
45127	CTSC	398	Primary immunodeficiency	2.199	PUBLIC	green	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	BIALLELIC, autosomal or pseudoautosomal			ENSG00000109861	ENSG00000109861	HGNC:2528	protein_coding	Papillon-Lefevre syndrome, 245000;Periodontitis, palmoplantar hyperkeratosis in some patients;Congenital defects of phagocyte number or function;Severe periodontitis;palmoplantar keratoderma;Haim-Munk syndrome, 245010	11:88026760-88070955	11:88293592-88337787	Rare Disease 100K;GMS Rare Disease Virtual;GMS signed-off	-	-	-
11245	USF1	467	Inborn errors of metabolism	2.22	PUBLIC	red	London North GLH;NHS GMS;Expert Review Red	Unknown			ENSG00000158773	ENSG00000158773	HGNC:12593	protein_coding	Familial combined hyperlipoproteinaemia (Inherited mixed hyperlipidaemias)	1:161009041-161015767	1:161039251-161045977	GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	489	Epilepsy - early onset or syndromic	4.182
45935	RPS27	518	Rare anaemia	1.4	PUBLIC	green	Expert Review Green;NHS GMS;North West GLH;Wessex and West Midlands GLH;Yorkshire and North East GLH	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000177954	ENSG00000177954	HGNC:10416	protein_coding	Diamond-Blackfan anemia;?Diamond-Blackfan anemia 17, 617409;617409 ?Diamond-Blackfan anemia 17,	1:153963235-153964626	1:153990759-153992150	GMS Rare Disease Virtual;GMS Rare Disease;GMS signed-off	-	-	-
59284	MAGEB10	285	Intellectual disability	3.355	PUBLIC	red	Expert Review Red	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)			ENSG00000177689	ENSG00000177689	HGNC:25377	protein_coding		X:27826107-27841131	X:27807990-27823014	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	496	White matter disorders - childhood onset	6.427
43989	CERS3	556	Palmoplantar keratodermas	1.3	PUBLIC	green	Expert Review Green;London North GLH;NHS GMS	BIALLELIC, autosomal or pseudoautosomal			ENSG00000154227	ENSG00000154227	HGNC:23752	protein_coding	Autosomal recessive congenital ichthyosis	15:100940600-101085200	15:100400395-100544995	GMS Rare Disease Virtual;GMS Rare Disease;Component Of Super Panel;GMS signed-off	-	-	-
24838	C8orf37	285	Intellectual disability	3.355	PUBLIC	amber	BRIDGE study SPEED NEURO Tier1 Gene;Expert Review Amber	BIALLELIC, autosomal or pseudoautosomal			ENSG00000156172	ENSG00000156172	HGNC:27232	protein_coding	Retinitis pigmentosa 64, 614500;Cone-rod dystrophy 16, 614500	8:96257147-96281429	8:95244919-95269201	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	-	-	-
54122	NPHP1	122	Thoracic dystrophies	1.7	PUBLIC	red	Emory Genetics Laboratory				ENSG00000144061	ENSG00000144061	HGNC:7905	protein_coding		2:110879888-110962643	2:110122311-110205066	Rare Disease 100K	-	-	-
55707	SPG21	579	White matter disorders - adult onset	1.6	PUBLIC	grey	Expert list	BIALLELIC, autosomal or pseudoautosomal			ENSG00000090487	ENSG00000090487	HGNC:20373	protein_coding	Mast syndrome, MIM# 248900	15:65255362-65282648	15:64963021-64990310	GMS Rare Disease;GMS signed-off	-	-	-
21041	SLC39A13	285	Intellectual disability	3.355	PUBLIC	amber	Expert Review Amber;BRIDGE study SPEED NEURO Tier1 Gene	BIALLELIC, autosomal or pseudoautosomal	 		ENSG00000165915	ENSG00000165915	HGNC:20859	protein_coding	Spondylocheirodysplasia, Ehlers-Danlos syndrome-like, 612350 	11:47428683-47438047	11:47407132-47416501	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	490	Hypotonic infant	9.454
58894	ATP5E	112	Mitochondrial disorders	2.8	PUBLIC	red	Expert Review Red;Victorian Clinical Genetics Services;Radboud University Medical Center, Nijmegen;Expert list;Expert	BIALLELIC, autosomal or pseudoautosomal		new-gene-name	ENSG00000124172	ENSG00000124172	HGNC:838	protein_coding	?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 3 614053	20:57600522-57607437	20:59025467-59032382	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	496	White matter disorders - childhood onset	6.427
32526	DDHD2	20	Hereditary ataxia	1.205	PUBLIC	green	Expert Review Green;Expert Review	BIALLELIC, autosomal or pseudoautosomal			ENSG00000085788	ENSG00000085788	HGNC:29106	protein_coding	Autosomal recessive paraplegia 54 (#615033). Complex form of disease   ataxia reported amongst the phenotypic features in Citterio et al. (2014), Journal of Neurology, 261, pp.373-381 and Doi et al. (2014), Scientific Reports, 4, 7132.	8:38082736-38133076	8:38225218-38275558	Rare Disease 100K	586	Merge for Neurodegenerative disorders - adult onset	1.186
56438	DHCR24	467	Inborn errors of metabolism	2.22	PUBLIC	green	Expert Review Green;London North GLH;NHS GMS	BIALLELIC, autosomal or pseudoautosomal			ENSG00000116133	ENSG00000116133	HGNC:2859	protein_coding	Desmosterolosis 602398	1:55315306-55352891	1:54849633-54887218	GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	496	White matter disorders - childhood onset	6.427
9192	NOTCH2	209	Ductal plate malformation	1.1	PUBLIC	red	Expert Review Red;Radboud University Medical Center, Nijmegen, Expert list	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000134250	ENSG00000134250	HGNC:7882	protein_coding	Alagille syndrome 2 (610205)	1:120454176-120612240	1:119911553-120069626	Rare Disease 100K	-	-	-
46777	CENPF	678	Unexplained paediatric onset end-stage renal disease	1.1	PUBLIC	green	Expert Review Green;NHS GMS	BIALLELIC, autosomal or pseudoautosomal			ENSG00000117724	ENSG00000117724	HGNC:1857	protein_coding	Stromme syndrome, 243605;Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome	1:214776538-214837931	1:214603195-214664588	GMS Rare Disease Virtual;GMS Rare Disease;GMS signed-off	902	Renal superpanel - broad	2.269
59384	NDUFB4	467	Inborn errors of metabolism	2.22	PUBLIC	red	Expert Review Red	Unknown			ENSG00000065518	ENSG00000065518	HGNC:7699	protein_coding	No OMIM phenotype;Isolated complex I deficiency	3:120315156-120321347	3:120596309-120602500	GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	496	White matter disorders - childhood onset	6.427
21732	NUP188	285	Intellectual disability	3.355	PUBLIC	red	Victorian Clinical Genetics Services				ENSG00000095319	ENSG00000095319	HGNC:17859	protein_coding		9:131709978-131769375	9:128947699-129007096	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	490	Hypotonic infant	9.454
45646	EMD	506	Progressive cardiac conduction disease	1.6	PUBLIC	green	Expert Review Green;South West GLH	X-LINKED: hemizygous mutation in males, biallelic mutations in females			ENSG00000102119	ENSG00000102119	HGNC:3331	protein_coding	Emery-Dreifuss muscular dystrophy 1, X-linked 310300	X:153607557-153609883	X:154379197-154381523	GMS Rare Disease;Component Of Super Panel;GMS signed-off	-	-	-
14693	AIPL1	249	Glaucoma (developmental)	1.8	PUBLIC	red	Emory Genetics Laboratory				ENSG00000129221	ENSG00000129221	HGNC:359	protein_coding	Eye Disorders	17:6297013-6338519	17:6393693-6435199	Rare Disease 100K	-	-	-
57175	MVK	285	Intellectual disability	3.355	PUBLIC	green	Expert Review Green;Radboud University Medical Center, Nijmegen	BIALLELIC, autosomal or pseudoautosomal			ENSG00000110921	ENSG00000110921	HGNC:7530	protein_coding	Mevalonic aciduria	12:110011060-110035067	12:109573255-109598117	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	496	White matter disorders - childhood onset	6.427
48458	RLBP1	307	Retinal disorders	2.16	PUBLIC	green	Expert Review Green;NHS GMS	BOTH monoallelic and biallelic, autosomal or pseudoautosomal			ENSG00000140522	ENSG00000140522	HGNC:10024	protein_coding	Bothnia retinal  dystrophy; Fundus  albipunctatus; Newfoundland rod - cone dystrophy; Retinitis punctata  albescens;Fundus albipunctatus, 136880;Fundus Albipunctatus;Eye Disorders;Retinitis Pigmentosa, Recessive;Retinitis pigmentosa	15:89753100-89764982	15:89209869-89221751	Rare Disease 100K;GMS Rare Disease Virtual;GMS signed-off	-	-	-
40203	SCLT1	722	Ophthalmological ciliopathies	1.8	PUBLIC	green	Expert Review Green;Expert list;Radboud University Medical Center, Nijmegen;Expert Review Green	BIALLELIC, autosomal or pseudoautosomal			ENSG00000151466	ENSG00000151466	HGNC:26406	protein_coding	Oro-facio-digital syndrome type IX (Adly (2014) Hum Mutat 35,36);No OMIM phenotype	4:129786076-130014764	4:128864921-129093607	Component Of Super Panel;GMS signed-off	486	Paediatric disorders	14.574
21630	MCEE	285	Intellectual disability	3.355	PUBLIC	red	Expert Review Red;Expert Review Red	BIALLELIC, autosomal or pseudoautosomal			ENSG00000124370	ENSG00000124370	HGNC:16732	protein_coding	Methylmalonyl-CoA epimerase deficiency	2:71336814-71357369	2:71109684-71130239	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	490	Hypotonic infant	9.454
16978	ALG13	25	Congenital disorders of glycosylation	2.14	PUBLIC	red	Expert Review Red;UKGTN;Radboud University Medical Center, Nijmegen;Literature;Emory Genetics Laboratory	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)			ENSG00000101901	ENSG00000101901	HGNC:30881	protein_coding	 Epileptic encephalopathy, early infantile, 36 300884; ALG13-CDG (Disorders of protein N-glycosylation)	X:110909043-111003877	X:111665811-111760649	Rare Disease 100K;GMS Rare Disease;Component Of Super Panel;GMS signed-off	488	Hereditary ataxia and cerebellar anomalies - childhood onset	6.39
2735	NUBPL	749	Cardiomyopathies - including childhood onset	1.9	PUBLIC	green	Expert Review Green;MetBioNet;NHS GMS	BIALLELIC, autosomal or pseudoautosomal			ENSG00000151413	ENSG00000151413	HGNC:20278	protein_coding	Mitochondrial complex I deficiency, nuclear type 21, 618242	14:31959162-32330430	14:31489956-31861224	GMS Rare Disease Virtual;GMS Rare Disease;GMS signed-off	-	-	-
30766	NDUFA7	112	Mitochondrial disorders	2.8	PUBLIC	red	Radboud University Medical Center, Nijmegen;Expert list				ENSG00000267855	ENSG00000267855	HGNC:7691	protein_coding	Isolated complex I deficiency;No OMIM phenotype	19:8373490-8386280	19:8308768-8321396	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	584	Merge for inborn errors of metabolism	3.31
31235	GUSB	467	Inborn errors of metabolism	2.22	PUBLIC	green	London North GLH;NHS GMS;Expert Review Green	BIALLELIC, autosomal or pseudoautosomal			ENSG00000169919	ENSG00000169919	HGNC:4696	protein_coding	MUCOPOLYSACCHARIDOSIS TYPE 7;Mucopolysaccharidosis VII, 253220;MPS VII, Sly disease (MPS IV, Morquio disease);Mucopolysaccharidosis Type VII;Mucopolysaccharidosis, Type VII	7:65425671-65447301	7:65960684-65982314	GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	582	Merge for Molecular autopsy	6.34
6128	TWIST2	168	Craniosynostosis	2.9	PUBLIC	red	NHS GMS				ENSG00000233608	ENSG00000233608	HGNC:20670	protein_coding	Ablepharon-macrostomia syndrome;Barber-Say syndrome;Focal facial dermal dysplasia 3, Setleis type	2:239756673-239795893	2:238848032-238910543	Rare Disease 100K;GMS Rare Disease Virtual;GMS signed-off	-	-	-
4008	PDHB	847	Childhood onset dystonia or chorea or related movement disorder	1.51	PUBLIC	red	Expert Review Red;London North GLH				ENSG00000168291	ENSG00000168291	HGNC:8808	protein_coding		3:58413357-58419584	3:58427630-58433857	GMS Rare Disease Virtual;GMS Rare Disease;GMS signed-off	-	-	-
10801	WDR73	402	Genetic epilepsy syndromes	2.154	PUBLIC	green	Wessex and West Midlands GLH;NHS GMS;Expert Review Green;Victorian Clinical Genetics Services	BIALLELIC, autosomal or pseudoautosomal			ENSG00000177082	ENSG00000177082	HGNC:25928	protein_coding	Galloway-Mowat syndrome 1, 251300	15:85185999-85197574	15:84639281-84654343	Rare Disease 100K;GMS Rare Disease Virtual;GMS signed-off	489	Epilepsy - early onset or syndromic	4.182
1164	SGCA	258	Arthrogryposis	3.11	PUBLIC	red	Expert Review Red;Expert list				ENSG00000108823	ENSG00000108823	HGNC:10805	protein_coding		17:48241575-48253292	17:50164214-50175931	Rare Disease 100K;GMS Rare Disease Virtual;GMS signed-off	497	Arthrogryposis - broad panel	3.12
25256	SLC35A3	285	Intellectual disability	3.355	PUBLIC	amber	Expert Review Amber;Literature	BIALLELIC, autosomal or pseudoautosomal		watchlist	ENSG00000117620	ENSG00000117620	HGNC:11023	protein_coding	?Arthrogryposis, mental retardation, and seizures (MIM 615553)	1:100435345-100492535	1:99969351-100035637	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	-	-	-
59908	ZNF407	285	Intellectual disability	3.355	PUBLIC	grey	Literature	BOTH monoallelic and biallelic, autosomal or pseudoautosomal			ENSG00000215421	ENSG00000215421	HGNC:19904	protein_coding	Global developmental delay;Intellectual disability	18:72265106-72777627	18:74597870-75065671	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	496	White matter disorders - childhood onset	6.427
10811	ZEB2	402	Genetic epilepsy syndromes	2.154	PUBLIC	green	Wessex and West Midlands GLH;NHS GMS;Victorian Clinical Genetics Services;UKGTN;Expert Review Green	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown			ENSG00000169554	ENSG00000169554	HGNC:14881	protein_coding	Mowat-Wilson syndrome	2:145141648-145282147	2:144364364-144524583	Rare Disease 100K;GMS Rare Disease Virtual;GMS signed-off	489	Epilepsy - early onset or syndromic	4.182
17932	ERLIN2	568	Hereditary spastic paraplegia - childhood onset	2.15	PUBLIC	green	Expert list;Expert Review Green;London North GLH;NHS GMS;Radboud University Medical Center, Nijmegen;Yorkshire and North East GLH	BOTH monoallelic and biallelic, autosomal or pseudoautosomal			ENSG00000147475	ENSG00000147475	HGNC:1356	protein_coding	Spastic paraplegia, autosomal dominant;Spastic paraplegia 18, autosomal recessive,  611225;hereditary spastic paraplegia;neurodegeneration	8:37594117-37616619	8:37736599-37759101	GMS Rare Disease Virtual;GMS signed-off	-	-	-
30735	HSPA9	112	Mitochondrial disorders	2.8	PUBLIC	red	Expert Review Red;Expert list	BIALLELIC, autosomal or pseudoautosomal			ENSG00000113013	ENSG00000113013	HGNC:5244	protein_coding	EVEN-PLUS syndrome of congenital malformations and skeletal dysplasia;Epiphyseal, Vertebral, Ear, Nose, plus associated findings	5:137890571-137911133	5:138554882-138575444	Rare Disease 100K;GMS Rare Disease Virtual;Component Of Super Panel;GMS signed-off	584	Merge for inborn errors of metabolism	3.31
